#size	time	pfs	PAPI1	PAPI2	PAPI3
2	0	0	237	86	42	
#size	time	pfs	PAPI1	PAPI2	PAPI3
4	0	0	214	77	40	
#size	time	pfs	PAPI1	PAPI2	PAPI3
8	0	0	263	83	45	
#size	time	pfs	PAPI1	PAPI2	PAPI3
16	0	0	325	92	51	
#size	time	pfs	PAPI1	PAPI2	PAPI3
32	0	0	458	107	46	
#size	time	pfs	PAPI1	PAPI2	PAPI3
64	0	0	722	150	52	
#size	time	pfs	PAPI1	PAPI2	PAPI3
128	0	0	1239	225	70	
#size	time	pfs	PAPI1	PAPI2	PAPI3
256	0	0	2272	400	88	
#size	time	pfs	PAPI1	PAPI2	PAPI3
512	0	0	4317	1589	110	
#size	time	pfs	PAPI1	PAPI2	PAPI3
1024	0	0	8423	3461	233	
#size	time	pfs	PAPI1	PAPI2	PAPI3
2048	0	0	16624	6810	438	
#size	time	pfs	PAPI1	PAPI2	PAPI3
4096	0	8	33013	13169	1300	
#size	time	pfs	PAPI1	PAPI2	PAPI3
8192	0	16	65842	26180	2203	
#size	time	pfs	PAPI1	PAPI2	PAPI3
16384	0	32	131346	52144	4806	
#size	time	pfs	PAPI1	PAPI2	PAPI3
32768	1	64	262420	104769	15843	
#size	time	pfs	PAPI1	PAPI2	PAPI3
65536	2	128	524568	208262	49929	
#size	time	pfs	PAPI1	PAPI2	PAPI3
131072	5	256	1048858	416887	113847	
#size	time	pfs	PAPI1	PAPI2	PAPI3
262144	11	512	2097436	834172	226352	
#size	time	pfs	PAPI1	PAPI2	PAPI3
524288	22	513	4194594	1688975	474947	
#size	time	pfs	PAPI1	PAPI2	PAPI3
1048576	47	515	8388899	3402451	967256	
#size	time	pfs	PAPI1	PAPI2	PAPI3
2097152	97	519	16777512	6834961	1916133	
#size	time	pfs	PAPI1	PAPI2	PAPI3
4194304	192	8194	33554696	13459773	3782437	
