#size	time	pfs	PAPI1	PAPI2	PAPI3
2	0	0	51	17	0	
#size	time	pfs	PAPI1	PAPI2	PAPI3
4	0	0	369	48	18	
#size	time	pfs	PAPI1	PAPI2	PAPI3
8	0	0	627	64	24	
#size	time	pfs	PAPI1	PAPI2	PAPI3
16	0	0	627	65	25	
#size	time	pfs	PAPI1	PAPI2	PAPI3
32	0	0	627	62	24	
#size	time	pfs	PAPI1	PAPI2	PAPI3
64	0	0	627	64	22	
#size	time	pfs	PAPI1	PAPI2	PAPI3
128	0	0	627	61	24	
#size	time	pfs	PAPI1	PAPI2	PAPI3
256	0	0	627	69	26	
#size	time	pfs	PAPI1	PAPI2	PAPI3
512	0	0	627	62	20	
#size	time	pfs	PAPI1	PAPI2	PAPI3
1024	0	0	627	62	21	
#size	time	pfs	PAPI1	PAPI2	PAPI3
2048	0	0	627	63	21	
#size	time	pfs	PAPI1	PAPI2	PAPI3
4096	0	0	627	64	22	
#size	time	pfs	PAPI1	PAPI2	PAPI3
8192	0	0	627	61	20	
#size	time	pfs	PAPI1	PAPI2	PAPI3
16384	0	0	627	62	21	
#size	time	pfs	PAPI1	PAPI2	PAPI3
32768	0	0	627	65	21	
#size	time	pfs	PAPI1	PAPI2	PAPI3
65536	0	0	627	64	29	
#size	time	pfs	PAPI1	PAPI2	PAPI3
131072	0	0	627	61	30	
#size	time	pfs	PAPI1	PAPI2	PAPI3
262144	0	0	627	68	27	
#size	time	pfs	PAPI1	PAPI2	PAPI3
524288	0	0	627	63	22	
#size	time	pfs	PAPI1	PAPI2	PAPI3
1048576	0	0	627	61	21	
#size	time	pfs	PAPI1	PAPI2	PAPI3
2097152	0	0	627	62	31	
#size	time	pfs	PAPI1	PAPI2	PAPI3
4194304	0	0	627	64	26	
