#size	time	pfs	PAPI1	PAPI2	PAPI3
2	0	0	53	24	10	
#size	time	pfs	PAPI1	PAPI2	PAPI3
4	0	0	56	27	11	
#size	time	pfs	PAPI1	PAPI2	PAPI3
8	0	0	69	28	12	
#size	time	pfs	PAPI1	PAPI2	PAPI3
16	0	0	82	31	14	
#size	time	pfs	PAPI1	PAPI2	PAPI3
32	0	0	92	30	11	
#size	time	pfs	PAPI1	PAPI2	PAPI3
64	0	0	102	35	19	
#size	time	pfs	PAPI1	PAPI2	PAPI3
128	0	0	112	43	18	
#size	time	pfs	PAPI1	PAPI2	PAPI3
256	0	0	122	45	15	
#size	time	pfs	PAPI1	PAPI2	PAPI3
512	0	0	132	54	21	
#size	time	pfs	PAPI1	PAPI2	PAPI3
1024	0	0	142	51	28	
#size	time	pfs	PAPI1	PAPI2	PAPI3
2048	0	0	152	57	36	
#size	time	pfs	PAPI1	PAPI2	PAPI3
4096	0	0	162	63	44	
#size	time	pfs	PAPI1	PAPI2	PAPI3
8192	0	0	172	65	37	
#size	time	pfs	PAPI1	PAPI2	PAPI3
16384	0	0	182	78	49	
#size	time	pfs	PAPI1	PAPI2	PAPI3
32768	0	0	192	87	59	
#size	time	pfs	PAPI1	PAPI2	PAPI3
65536	0	0	202	96	73	
#size	time	pfs	PAPI1	PAPI2	PAPI3
131072	0	0	212	100	79	
#size	time	pfs	PAPI1	PAPI2	PAPI3
262144	0	0	222	97	71	
#size	time	pfs	PAPI1	PAPI2	PAPI3
524288	0	0	232	101	74	
#size	time	pfs	PAPI1	PAPI2	PAPI3
1048576	0	0	242	109	75	
#size	time	pfs	PAPI1	PAPI2	PAPI3
2097152	0	0	252	116	94	
#size	time	pfs	PAPI1	PAPI2	PAPI3
4194304	0	5	262	119	92	
